tile_id,lon,lat,elev_mean,slope_mean,aspect_mean,curvature_mean,aspect_cos,aspect_sin,slope_x,slope_y,profile_curv_mean,plan_curv_mean,ndvi_trend_per_year,buildup_rate_mean,decline_rate_mean,lat_lon
0,-119.78205008352109,45.87246864189678,207.56142246976813,5.358255732751627,180.998634342704,0.001433394626328,-0.9998481108542576,-0.0174285748462781,-0.0937785504674359,-0.0016346747751523,0.000712730607702,0.0007069567535006,0.0028521057606258286,-0.0008895383746913906,0.0011372500067699325,"45.87246864189678,-119.78205008352109"
1,-119.78191536943292,45.87246763664073,207.5951862335205,5.214980853365869,176.6176565699142,0.0015887209610482,-0.9982580566893304,0.0589987479090995,-0.0911117777921568,0.0053848609319887,0.0006984224988188,0.0008786306525682,0.0033274349562888283,-0.0010463036138116753,0.0013078310017414952,"45.87246763664073,-119.78191536943292"
2,-119.78177765818552,45.87246771618443,207.5294926961263,5.218041281133527,173.5809528592028,-0.0032225634022494,-0.9937308080388738,0.1117992895970582,-0.0907520944470842,0.0102100283160711,-0.0013864943204527,-0.0018112803792082,0.004338218528413445,-0.0009144853531900382,0.001593783997491189,"45.87246771618443,-119.78177765818552"
3,-119.7822433720757,45.8725474772925,208.51673297028043,6.1418975424788815,173.06593112691553,0.0043230115187135,-0.9926857313839093,0.1207271249835485,-0.1068217502818981,0.012991304689416,0.0019855410515344,0.0022868036806072,0.0037157016236573906,-0.00015197565190326118,0.00023042346033268175,"45.8725474772925,-119.7822433720757"
4,-119.78211682307123,45.87253065544226,208.2235831466376,5.576656473552064,172.3674453373918,0.0015412331265508,-0.9911402340199764,0.1328195637202073,-0.0967744719245939,0.0129684404881286,0.0007813881577937,0.0007440204745017,0.0005860864517042812,0.0006127315275505589,-0.0001431444406977173,"45.87253065544226,-119.78211682307123"
5,-119.78197858395178,45.87252675842608,208.1769657540829,5.1415602042844695,178.46399926406082,0.0027280579411878,-0.9996406798462006,0.0268050591610199,-0.0899464786431396,0.0024118873210779,0.0010002315035539,0.0017094442346566,-0.0016076140756919584,0.0007994404377425852,-0.0001819562098693882,"45.87252675842608,-119.78197858395178"
6,-119.78184034486075,45.87252286124291,208.07190047160236,4.517055388825549,171.17769108990282,-0.0001404422586828,-0.9881687393712162,0.1533706051676835,-0.0780665461672283,0.012116466502105,0.0001014996844551,-0.0002415608480202,-0.001092654874916107,0.0005346002032170342,0.0002176004402816293,"45.87252286124291,-119.78184034486075"
7,-119.78170210579825,45.87251896389277,207.96036008324955,4.508799892311701,172.15729538090687,0.000386140704787,-0.9906464115574392,0.1364539749086437,-0.07811865821912,0.0107602483632583,-9.770159385647871e-05,0.0004828501544994,0.0005083046893616554,0.00037087881929063067,0.0006735225554617296,"45.87251896389277,-119.78170210579825"
8,-119.78156386676412,45.872515066375655,207.80688622657289,5.229449341224357,170.6603487197349,-0.0038757958729663,-0.9867436429199784,0.1622867313029948,-0.0903121051569438,0.0148533577572805,-0.0018090067955296,-0.0020346374572121,0.0030220611836008497,0.0003301344581662808,0.00081004543709093,"45.872515066375655,-119.78156386676412"
9,-119.78142561267376,45.87251172721079,207.6119674981809,6.143676110395743,164.94094181989684,-0.0008799249377305,-0.965658532965418,0.2598145448412702,-0.1039437081315552,0.0279664977788592,-0.0013570173117506,0.0004982257513183,0.002903343959920696,0.0004164712167524662,0.0007130250315919909,"45.87251172721079,-119.78142561267376"
10,-119.78128741504786,45.87250946040764,207.21335420903472,6.956435024766711,154.5359119075971,-0.0038076580315762,-0.9028549432277994,0.4299452889486371,-0.1101598753628481,0.0524588360496748,-0.0040842464399668,0.0004187250043584,0.0043096944720874865,-0.0002783118877046242,0.0012737800578273588,"45.87250946040764,-119.78128741504786"
11,-119.7811494370454,45.87250812708025,206.5417231870501,7.876511762154317,148.75193690369738,0.0026186881879191,-0.8549294074943556,0.5187443572718164,-0.1182740547857754,0.0717649878386991,0.0030728924183187,-0.0005701437274561,0.004494533604080295,5.041791603588243e-05,0.001191959109182432,"45.87250812708025,-119.7811494370454"
12,-119.78101164210749,45.87250758854477,205.96407217728463,6.556161457432318,152.13132475701113,0.0024577325723947,-0.8840213246528353,0.4674465718764513,-0.1015993740455318,0.0537230016719652,0.0003227792203163,0.0021155488864811,0.0024932586492064307,0.0002538089010945762,0.0007571166183629876,"45.87250758854477,-119.78101164210749"
13,-119.78087338253046,45.87250741143219,205.4144472249349,6.322702212852546,149.0508569992964,0.000587011391376,-0.8576241221427474,0.5142770314906956,-0.0950265564265585,0.0569829766794962,0.0003029469366355,0.0002766223356426,0.0021656169840780673,0.00010385867842043527,0.0005913229569748529,"45.87250741143219,-119.78087338253046"
14,-119.78073511798593,45.8725072735944,204.73675742078183,6.346908076699283,140.58230182348845,0.0010211094348177,-0.7725374738060183,0.6349691737127209,-0.0859291747437927,0.0706274827240063,-0.0009643864799495,0.0019917029123433,0.003300256740142583,0.00034282450543184827,0.000545867848071235,"45.8725072735944,-119.78073511798593"
15,-119.78059691320956,45.8725071589326,204.04552847878972,6.323567655245726,145.8938023627705,0.0002365449278293,-0.8279996859204288,0.5607285618868288,-0.0917567669430657,0.0621384776422663,-0.0001285391703196,0.0003640543870373,0.0038597991385026856,0.0004795835292791344,0.000533814832814122,"45.8725071589326,-119.78059691320956"
16,-119.78045880263628,45.87250708084154,203.33868408203125,7.338251219742722,141.393133807538,-0.0039631232053654,-0.781445702532818,0.6239732478183584,-0.100635810724492,0.080356259508584,-0.0038154602252894,-5.090985830126838e-05,0.00430677646439875,0.00022872736922409514,0.0006101463908380705,"45.87250708084154,-119.78045880263628"
17,-119.78244592985898,45.87263691656423,209.69045701667443,6.184841525608086,176.4674984494917,0.0001881500273942,-0.998100007494736,0.0616147306981684,-0.1081611878372591,0.0066770087271258,-0.0002147321234068,0.0004054223537849,0.003991351501018627,-0.0006635798845658919,0.0008973395721515245,"45.87263691656423,-119.78244592985898"
18,-119.7823193507656,45.872620127916406,209.42346382141116,6.079501461873302,172.29424240409688,0.0019732703644364,-0.9909697305728402,0.1340857676578409,-0.1055455414258469,0.0142811172817219,0.0009133369539508,0.0010381705611076,0.0030144042589705135,0.0001256373502787999,0.00033675773832669544,"45.872620127916406,-119.7823193507656"
19,-119.7821811113968,45.87261623113938,209.24024812301784,5.83806023133071,168.1151205489894,0.0004525109980032,-0.97856336900534,0.2059459464056489,-0.1000556300732099,0.0210574522624791,0.000122402053779,0.0003263229858327,-0.0022771300350559426,0.0014461298166417438,-0.0007225701125584585,"45.87261623113938,-119.7821811113968"
20,-119.7820428720565,45.87261233419539,209.05189030713373,5.509219506148791,173.6485413393829,0.0017479775744661,-0.9938619996766932,0.1106269659651058,-0.0958594342980024,0.0106701316470185,0.0009045335345785,0.0008280845382526,-0.003734789246905191,0.0013921659069688155,-0.0006942401151849096,"45.87261233419539,-119.7820428720565"
21,-119.78190463274458,45.872608437084416,208.90020751953125,5.276839271454759,171.1535751869217,-0.000845607192262,-0.988104097861402,0.1537865136788822,-0.0912608012057968,0.0142036456314237,-4.0938823997256725e-05,-0.0008010772551907,-0.003116979672192082,0.0013979996636548295,-0.0006767377907922131,"45.872608437084416,-119.78190463274458"
22,-119.78176639346114,45.87260453980647,208.814550558726,5.401587741077313,172.6140514706016,0.0016927704587671,-0.9917027189630776,0.1285523908810679,-0.0937712342119383,0.0121553728988637,6.331079835424342e-05,0.0016213018743696,-0.0015603567885452254,0.0010529748314893742,-0.0002512096552299419,"45.87260453980647,-119.78176639346114"
23,-119.78162815420612,45.87260064236153,208.64389112883924,4.959617423661228,171.54108849285345,0.0008314763558927,-0.9891216075268028,0.1471001207463592,-0.0858344928669661,0.0127651283409973,0.0008035071454321,1.85820682285404e-05,0.0013162173695209025,0.0008775968786596424,0.00022151402144902752,"45.87260064236153,-119.78162815420612"
24,-119.7814899149796,45.87259674474961,208.4991051702216,4.454168644057664,165.69092270198817,0.0026535281166075,-0.9689765875043008,0.2471525295612404,-0.0754802671647341,0.0192524145601603,0.0003343719413321,0.0023093969318102,0.0005975970771563853,0.001072839903383661,7.197130002707258e-05,"45.87259674474961,-119.7814899149796"
25,-119.7813516757815,45.872592846970726,208.1819359807685,4.671326611738794,152.01627591445364,-0.0018999723415244,-0.8830809192193513,0.4692207264291568,-0.072157565182074,0.0383405692674489,-0.0011288445256043,-0.0007570351017369,0.0012034998390099748,0.0011599607954288862,7.205480623414108e-06,"45.872592846970726,-119.7813516757815"
26,-119.78121343661184,45.87258894902482,207.73594109217325,5.495137200710098,149.74114158574193,-0.0030669101835668,-0.8637576071436692,0.5039075273315956,-0.0830964100686673,0.0484776124476663,-0.0038307170802173,0.0008180658604011,0.001590776124442369,0.0010856366349487783,0.00021587321866232273,"45.87258894902482,-119.78121343661184"
27,-119.7810751974706,45.87258505091196,207.14230750588808,6.576534268906986,150.12221373510346,-0.0008705043801509,-0.8670899488784344,0.4981516039861701,-0.0999658725769793,0.0574313654915644,5.109627480251115e-06,-0.0008722188349658,0.0013161683406080408,0.0010839908838229106,0.0003566467775015283,"45.87258505091196,-119.7810751974706"
28,-119.78093695835788,45.87258115263211,206.5182421089399,6.916566644570064,150.1641872237825,4.5454967595189046e-05,-0.8674546498747583,0.4975162614534931,-0.105228046921797,0.0603520478126941,-0.0006200296176823,0.0006727663361498,1.2738108615687513e-05,0.0012702249662103833,-3.0217892919975615e-05,"45.87258115263211,-119.78093695835788"
29,-119.78079871927356,45.87257725418531,205.80137588954207,6.984413977207252,143.76459851973613,0.0008792742485813,-0.8065952391960989,0.5911041533487885,-0.0988147257600809,0.0724152486531163,-0.0007687328924065,0.0016538953750254,-0.0001323285523943891,0.001292340230274473,-0.00023334922474510552,"45.87257725418531,-119.78079871927356"
30,-119.78066048021772,45.87257335557148,205.0699862831517,6.776139870909463,147.5011036555358,0.0002568813695884,-0.8434017953487027,0.537283362484439,-0.1002133745731171,0.0638402469066309,-0.0006179218804546,0.0008823542600855,0.0002654575115373036,0.0015627581039679398,-0.0004224013364097859,"45.87257335557148,-119.78066048021772"
31,-119.78052224119035,45.8725694567907,204.33690762987325,6.600397489840396,139.40774028796145,0.001136747281269,-0.75935921577938,0.6506716387018301,-0.0878661975585052,0.0752898517116328,0.0013881601531163,-0.0002794980568529,0.0006712703397045393,0.0019358282885053777,-0.0009364428094630499,"45.8725694567907,-119.78052224119035"
32,-119.78038527123236,45.87256617904982,203.52696120136915,7.08104371322082,140.51856519778397,-0.0030115651158012,-0.7718306473767218,0.6358281621397643,-0.0958772782073443,0.0789829657590469,-0.0029040313772766,-3.502203493202376e-05,0.003219366759526031,0.0011055784781533768,-0.0004049976111753878,"45.87256617904982,-119.78038527123236"
33,-119.7826466640131,45.87272668749474,210.72232806865983,6.058577246477545,182.697539135072,-0.0002629267268198,-0.998891897271898,-0.0470635481508535,-0.106020394686174,-0.0049952311795828,-0.0001193312078768,-0.000140547823158,0.004444511236865329,-0.000398510267139742,0.0007468552704870359,"45.87272668749474,-119.7826466640131"
34,-119.7825218791227,45.87270960004712,210.5794383684794,6.1685645138463165,178.14875125601142,-0.0001745279786902,-0.9994780648919476,0.0323047643521443,-0.1080232591447837,0.0034914882615259,-7.987414046169555e-05,-9.253312680715072e-05,0.003991351501018627,-0.0006635798845658919,0.0008973395721515245,"45.87270960004712,-119.7825218791227"
35,-119.78238363950454,45.87270570350927,210.4656521666284,5.813356891329594,169.80576441169794,0.0016122611400476,-0.9842134191233192,0.1769857215076561,-0.100204567757205,0.018019239911064,0.0006144453076101,0.0009816598676584,0.0030144042589705135,0.0001256373502787999,0.00033675773832669544,"45.87270570350927,-119.78238363950454"
36,-119.78224539991488,45.87270180680444,210.26700995950137,5.648458258424893,169.27257009032752,-0.0009662800488766,-0.9825237974916268,0.1861370123393853,-0.0971763349510956,0.0184098468699354,-0.000224883318098,-0.0007335932685566,5.481433595572384e-06,0.001184286366019414,-0.00047385306564233623,"45.87270180680444,-119.78224539991488"
37,-119.78210716035365,45.87269790993264,210.0564759198357,5.972311005138615,168.86648712600055,0.0008663922320011,-0.9811798881167834,0.1930959014457233,-0.1026467789705209,0.0202008546606629,0.0004557440265703,0.0004014768484233,-0.0022771300350559426,0.0014461298166417438,-0.0007225701125584585,"45.87269790993264,-119.78210716035365"
38,-119.78196892082089,45.87269401289387,209.8783981005351,5.564159225202043,170.9312658928524,0.0005419343971894,-0.987499965444719,0.1576192191538799,-0.0962015973410123,0.0153551606935171,-0.0002518511434248,0.0007950951236391,-0.003734789246905191,0.0013921659069688155,-0.0006942401151849096,"45.87269401289387,-119.78196892082089"
39,-119.78183068131652,45.87269011568809,209.7489778107288,5.339491465388976,173.9873701736293,0.001090765988321,-0.9944988297825336,0.1047476852306112,-0.0929482747107389,0.0097899729296391,0.0007983467133592,0.0002799506056953,-0.003116979672192082,0.0013979996636548295,-0.0006767377907922131,"45.87269011568809,-119.78183068131652"
40,-119.78169244184062,45.872686218315344,209.55746325324563,5.257769261678861,166.9042689582911,-0.0014893452935331,-0.97399285177019,0.2265787384124399,-0.0896305598839096,0.0208506449968162,-0.0003172772657421,-0.0011624070139255,-0.0015603567885452254,0.0010529748314893742,-0.0002512096552299419,"45.872686218315344,-119.78169244184062"
